iter	MultiClass
0	2.663161732
1	2.284680011
2	2.02455567
3	1.822320349
4	1.62710988
5	1.514428522
6	1.414810478
7	1.311500443
8	1.21241981
9	1.129949853
10	1.051603677
11	0.9866505215
12	0.9332073962
13	0.8777511356
14	0.8252882739
15	0.7748500236
16	0.7239792973
17	0.6833246575
18	0.6448265352
19	0.6112631329
20	0.5801331631
21	0.5523700257
22	0.5236714078
23	0.4972472015
24	0.4713340174
25	0.4457254974
26	0.426828392
27	0.4065024064
28	0.390583259
29	0.3758634757
30	0.3576670954
31	0.3413363582
32	0.3294250197
33	0.3135113766
34	0.2989738845
35	0.2860429679
36	0.2763979441
37	0.2637075707
38	0.2539773186
39	0.2442361522
40	0.2366578331
41	0.2285873052
42	0.223248531
43	0.2162032777
44	0.2101749679
45	0.2029823322
46	0.1951556054
47	0.1888521935
48	0.1819976989
49	0.1765790388
50	0.1700228122
51	0.1656121505
52	0.1605177888
53	0.1558272857
54	0.1526710615
55	0.147369122
56	0.1430942175
57	0.1399841142
58	0.1361030468
59	0.1331634758
60	0.1290714702
61	0.1260763107
62	0.1218282384
63	0.1178461744
64	0.1160709173
65	0.1133635163
66	0.110768644
67	0.1086215134
68	0.107026424
69	0.1035851541
70	0.1013454159
71	0.09893486327
72	0.09668003243
73	0.09433001857
74	0.0924932183
75	0.09094776349
76	0.08866771791
77	0.08677052643
78	0.08447924966
79	0.08309620579
80	0.08178154832
81	0.08041458778
82	0.07873120612
83	0.07716838257
84	0.07547328505
85	0.07405883541
86	0.07330223083
87	0.07154490356
88	0.07041245667
89	0.06908987217
90	0.06781898228
91	0.06652243874
92	0.06528616305
93	0.06409190027
94	0.06328671075
95	0.06179462614
96	0.06078177696
97	0.06011168895
98	0.05874762413
99	0.05810934117
100	0.05712164185
101	0.05677637031
102	0.05534818152
103	0.05416648081
104	0.05358365388
105	0.05260639227
106	0.05171857953
107	0.05084106284
108	0.05011677815
109	0.04925239022
110	0.04840267851
111	0.04782353634
112	0.04722582935
113	0.04671637744
114	0.04610895708
115	0.04543598016
116	0.0446791556
117	0.04380307101
118	0.04325177502
119	0.04238375769
120	0.04190323371
121	0.0413099798
122	0.04075795681
123	0.04010633868
124	0.03951658337
125	0.03882573634
126	0.0384752667
127	0.03801504905
128	0.0373870631
129	0.03688915477
130	0.03656856262
131	0.0359625512
132	0.03535925678
133	0.03492522116
134	0.03474421315
135	0.03434226796
136	0.03402339464
137	0.03358492858
138	0.03317089022
139	0.03258581879
140	0.032104946
141	0.0316927368
142	0.03140758964
143	0.03107047913
144	0.0306601214
145	0.03040002619
146	0.03023684525
147	0.02984509006
148	0.02947279662
149	0.02916429726
150	0.02871813288
151	0.02826694621
152	0.0278417656
153	0.02744813824
154	0.02711444322
155	0.02689707775
156	0.02666065458
157	0.02631721329
158	0.02593276732
159	0.0256909844
160	0.02551659385
161	0.02531552095
162	0.0250626112
163	0.02495713032
164	0.02471884628
165	0.02440725495
166	0.02418372181
167	0.02399448559
168	0.02373616464
169	0.02348512308
170	0.02331223039
171	0.02303493888
172	0.02285930729
173	0.02270896566
174	0.02257650679
175	0.02242557141
176	0.0221891454
177	0.02202178313
178	0.0217915185
179	0.02159172025
180	0.02140956758
181	0.02115506313
182	0.02101166714
183	0.02080935944
184	0.02064211076
185	0.02049207998
186	0.02041607002
187	0.02023515659
188	0.02011578937
189	0.01991696444
190	0.01971403216
191	0.01953743204
192	0.01942059656
193	0.01926800037
194	0.01910880048
195	0.01897827754
196	0.01881168501
197	0.01875455063
198	0.01859490143
199	0.01845509041
200	0.01832443972
201	0.01818324798
202	0.01806926051
203	0.01794638389
204	0.01780819532
205	0.01767517402
206	0.01751629936
207	0.01733042836
208	0.01718125214
209	0.01704860883
210	0.01691404049
211	0.01679141085
212	0.0166995057
213	0.01659459835
214	0.01655666613
215	0.01652449515
216	0.01638421525
217	0.01630531539
218	0.01617117223
219	0.0160452435
220	0.01599582227
221	0.01589991865
222	0.01579550154
223	0.01571352367
224	0.01567556552
225	0.0155484177
226	0.01541842222
227	0.01531852669
228	0.01518411722
229	0.01512057018
230	0.01502430058
231	0.01493222382
232	0.01484574574
233	0.01478509802
234	0.01470978585
235	0.01461349278
236	0.01452525247
237	0.01446762361
238	0.01439100738
239	0.01432692409
240	0.01427080796
241	0.01418157889
242	0.01406361109
243	0.01397872111
244	0.01392337923
245	0.01385828143
246	0.01379093666
247	0.0137415172
248	0.01366583613
249	0.01357866598
250	0.01353271728
251	0.01346163958
252	0.0133787952
253	0.01328606302
254	0.01325069404
255	0.01316227822
256	0.01307564718
257	0.0130167403
258	0.01294401371
259	0.01286523481
260	0.01281057281
261	0.01274390358
262	0.01268897705
263	0.0126206415
264	0.01255642382
265	0.01249988837
266	0.01244193138
267	0.0123436415
268	0.01226925413
